poll_id,debate_date,date,candidate,democratdum,republicandum,year,sample1,high_sample1,change_democrats,change_republicans,d_republicans,pre_democrats,pre_republicans,Immigration,ForeignPolicy,AbortionRights,aggressive,inflammatory,discriminatory,aggressive_d,aggressive_r,inflammatory_d,inflammatory_r,discriminatory_d,discriminatory_r
818.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,1000.0,0.0,2.0,3.0,3.5,43.0,42.0,1,1,0,146,12,8,68,78,4,8,4,4
818.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,1000.0,0.0,2.0,3.0,3.5,43.0,42.0,0,0,0,126,24,10,48,78,8,16,6,4
819.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,1000.0,0.0,2.0,4.0,0.0,45.0,45.0,1,1,0,146,12,8,68,78,4,8,4,4
819.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,1000.0,0.0,2.0,4.0,0.0,45.0,45.0,0,0,0,126,24,10,48,78,8,16,6,4
819.0,2012-10-03,2012-10-03,ROMNEY,0.0,1.0,2012.0,1000.0,0.0,2.0,4.0,0.0,45.0,45.0,1,1,0,126,14,8,62,64,12,2,6,2
820.0,2012-10-03,2012-10-03,OBAMA,1.0,0.0,2012.0,766.0,0.0,1.0,-9.0,-7.0,47.0,49.0,1,1,0,126,14,8,62,64,12,2,6,2
820.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,766.0,0.0,1.0,-9.0,-7.0,47.0,49.0,1,1,0,146,12,8,68,78,4,8,4,4
820.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,766.0,0.0,1.0,-9.0,-7.0,47.0,49.0,1,1,0,146,12,8,68,78,4,8,4,4
820.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,766.0,0.0,1.0,-9.0,-7.0,47.0,49.0,0,0,0,126,24,10,48,78,8,16,6,4
820.0,2012-10-03,2012-10-03,ROMNEY,0.0,1.0,2012.0,766.0,0.0,1.0,-9.0,-7.0,47.0,49.0,1,1,0,126,14,8,62,64,12,2,6,2
821.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,816.0,0.0,-1.0,7.0,6.666668,48.0,40.0,1,1,0,146,12,8,68,78,4,8,4,4
821.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,816.0,0.0,-1.0,7.0,6.666668,48.0,40.0,0,0,0,126,24,10,48,78,8,16,6,4
821.0,2012-10-03,2012-10-03,OBAMA,1.0,0.0,2012.0,816.0,0.0,-1.0,7.0,6.666668,48.0,40.0,1,1,0,126,14,8,62,64,12,2,6,2
822.0,2012-10-03,2012-10-03,ROMNEY,0.0,1.0,2012.0,790.0,0.0,1.0,-1.0,0.0,47.0,47.0,1,1,0,126,14,8,62,64,12,2,6,2
822.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,790.0,0.0,1.0,-1.0,0.0,47.0,47.0,1,1,0,146,12,8,68,78,4,8,4,4
822.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,790.0,0.0,1.0,-1.0,0.0,47.0,47.0,0,0,0,126,24,10,48,78,8,16,6,4
823.0,2012-10-03,2012-10-03,ROMNEY,0.0,1.0,2012.0,800.0,0.0,2.0,1.0,0.0,48.0,46.0,1,1,0,126,14,8,62,64,12,2,6,2
823.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,800.0,0.0,2.0,1.0,0.0,48.0,46.0,1,1,0,146,12,8,68,78,4,8,4,4
823.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,800.0,0.0,2.0,1.0,0.0,48.0,46.0,0,0,0,126,24,10,48,78,8,16,6,4
824.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,1402.0,1.0,-5.0,1.0,1.3333321,50.0,47.0,1,1,0,146,12,8,68,78,4,8,4,4
824.0,2012-10-03,2012-10-03,OBAMA,1.0,0.0,2012.0,1402.0,1.0,-5.0,1.0,1.3333321,50.0,47.0,1,1,0,126,14,8,62,64,12,2,6,2
824.0,2012-10-03,2012-10-03,ROMNEY,0.0,1.0,2012.0,1402.0,1.0,-5.0,1.0,1.3333321,50.0,47.0,1,1,0,126,14,8,62,64,12,2,6,2
824.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,1402.0,1.0,-5.0,1.0,1.3333321,50.0,47.0,1,1,0,146,12,8,68,78,4,8,4,4
824.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,1402.0,1.0,-5.0,1.0,1.3333321,50.0,47.0,0,0,0,126,24,10,48,78,8,16,6,4
825.0,2012-10-03,2012-10-03,ROMNEY,0.0,1.0,2012.0,839.0,0.0,0.0,-1.0,-1.0,45.0,48.0,1,1,0,126,14,8,62,64,12,2,6,2
825.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,839.0,0.0,0.0,-1.0,-1.0,45.0,48.0,0,0,0,126,24,10,48,78,8,16,6,4
825.0,2012-10-03,2012-10-03,OBAMA,1.0,0.0,2012.0,839.0,0.0,0.0,-1.0,-1.0,45.0,48.0,1,1,0,126,14,8,62,64,12,2,6,2
825.0,2012-10-22,2012-10-22,OBAMA,1.0,0.0,2012.0,839.0,0.0,0.0,-1.0,-1.0,45.0,48.0,1,1,0,144,24,6,68,76,16,8,2,4
825.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,839.0,0.0,0.0,-1.0,-1.0,45.0,48.0,1,1,0,146,12,8,68,78,4,8,4,4
825.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,839.0,0.0,0.0,-1.0,-1.0,45.0,48.0,1,1,0,144,24,6,68,76,16,8,2,4
825.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,839.0,0.0,0.0,-1.0,-1.0,45.0,48.0,1,1,0,146,12,8,68,78,4,8,4,4
826.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,1000.0,0.0,4.0,1.0,-0.33333206,45.0,47.0,0,0,0,126,24,10,48,78,8,16,6,4
826.0,2012-10-22,2012-10-22,OBAMA,1.0,0.0,2012.0,1000.0,0.0,4.0,1.0,-0.33333206,45.0,47.0,1,1,0,144,24,6,68,76,16,8,2,4
826.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,1000.0,0.0,4.0,1.0,-0.33333206,45.0,47.0,1,1,0,146,12,8,68,78,4,8,4,4
827.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,1000.0,0.0,-2.0,0.0,0.0,49.0,48.0,1,1,0,144,24,6,68,76,16,8,2,4
827.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,1000.0,0.0,-2.0,0.0,0.0,49.0,48.0,1,1,0,146,12,8,68,78,4,8,4,4
827.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,1000.0,0.0,-2.0,0.0,0.0,49.0,48.0,0,0,0,126,24,10,48,78,8,16,6,4
828.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,1000.0,0.0,-5.0,-4.0,0.0,47.0,48.0,1,1,0,144,24,6,68,76,16,8,2,4
828.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,1000.0,0.0,-5.0,-4.0,0.0,47.0,48.0,0,0,0,126,24,10,48,78,8,16,6,4
828.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,1000.0,0.0,-5.0,-4.0,0.0,47.0,48.0,1,1,0,146,12,8,68,78,4,8,4,4
829.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,930.0,0.0,3.0,0.0,-1.1666679,42.0,44.0,1,1,0,146,12,8,68,78,4,8,4,4
829.0,2012-10-22,2012-10-22,OBAMA,1.0,0.0,2012.0,930.0,0.0,3.0,0.0,-1.1666679,42.0,44.0,1,1,0,144,24,6,68,76,16,8,2,4
829.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,930.0,0.0,3.0,0.0,-1.1666679,42.0,44.0,0,0,0,126,24,10,48,78,8,16,6,4
830.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,908.0,0.0,2.0,3.0,0.0,45.0,44.0,1,1,0,144,24,6,68,76,16,8,2,4
830.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,908.0,0.0,2.0,3.0,0.0,45.0,44.0,1,1,0,146,12,8,68,78,4,8,4,4
830.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,908.0,0.0,2.0,3.0,0.0,45.0,44.0,0,0,0,126,24,10,48,78,8,16,6,4
831.0,2012-10-22,2012-10-22,OBAMA,1.0,0.0,2012.0,563.0,0.0,1.0,0.0,0.83333206,47.0,47.0,1,1,0,144,24,6,68,76,16,8,2,4
831.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,563.0,0.0,1.0,0.0,0.83333206,47.0,47.0,1,1,0,146,12,8,68,78,4,8,4,4
831.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,563.0,0.0,1.0,0.0,0.83333206,47.0,47.0,0,0,0,126,24,10,48,78,8,16,6,4
832.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,713.0,0.0,2.0,-2.0,0.0,48.0,47.0,1,1,0,144,24,6,68,76,16,8,2,4
832.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,713.0,0.0,2.0,-2.0,0.0,48.0,47.0,0,0,0,126,24,10,48,78,8,16,6,4
832.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,713.0,0.0,2.0,-2.0,0.0,48.0,47.0,1,1,0,146,12,8,68,78,4,8,4,4
833.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,1495.0,1.0,-3.0,2.0,0.0,50.0,45.0,1,1,0,146,12,8,68,78,4,8,4,4
833.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,1495.0,1.0,-3.0,2.0,0.0,50.0,45.0,0,0,0,126,24,10,48,78,8,16,6,4
833.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,1495.0,1.0,-3.0,2.0,0.0,50.0,45.0,1,1,0,144,24,6,68,76,16,8,2,4
834.0,2012-10-22,2012-10-22,OBAMA,1.0,0.0,2012.0,1128.0,1.0,-1.0,-1.0,1.6666679,47.0,47.0,1,1,0,144,24,6,68,76,16,8,2,4
834.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,1128.0,1.0,-1.0,-1.0,1.6666679,47.0,47.0,0,0,0,126,24,10,48,78,8,16,6,4
834.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,1128.0,1.0,-1.0,-1.0,1.6666679,47.0,47.0,1,1,0,146,12,8,68,78,4,8,4,4
835.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,921.0,0.0,-1.0,4.0,0.0,46.0,46.0,1,1,0,146,12,8,68,78,4,8,4,4
835.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,921.0,0.0,-1.0,4.0,0.0,46.0,46.0,1,1,0,144,24,6,68,76,16,8,2,4
835.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,921.0,0.0,-1.0,4.0,0.0,46.0,46.0,0,0,0,126,24,10,48,78,8,16,6,4
836.0,2012-10-11,2012-10-11,BIDEN,1.0,0.0,2012.0,2294.0,1.0,2.0,-8.0,-6.0,45.0,50.0,0,0,0,126,24,10,48,78,8,16,6,4
836.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,2294.0,1.0,2.0,-8.0,-6.0,45.0,50.0,1,1,0,146,12,8,68,78,4,8,4,4
836.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,2294.0,1.0,2.0,-8.0,-6.0,45.0,50.0,1,1,0,146,12,8,68,78,4,8,4,4
836.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,2294.0,1.0,2.0,-8.0,-6.0,45.0,50.0,1,1,0,144,24,6,68,76,16,8,2,4
836.0,2012-10-22,2012-10-22,OBAMA,1.0,0.0,2012.0,2294.0,1.0,2.0,-8.0,-6.0,45.0,50.0,1,1,0,144,24,6,68,76,16,8,2,4
837.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,1000.0,0.0,1.0,6.0,6.0,47.0,42.0,1,1,0,146,12,8,68,78,4,8,4,4
837.0,2012-10-22,2012-10-22,OBAMA,1.0,0.0,2012.0,1000.0,0.0,1.0,6.0,6.0,47.0,42.0,1,1,0,144,24,6,68,76,16,8,2,4
837.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,1000.0,0.0,1.0,6.0,6.0,47.0,42.0,1,1,0,144,24,6,68,76,16,8,2,4
837.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,1000.0,0.0,1.0,6.0,6.0,47.0,42.0,1,1,0,146,12,8,68,78,4,8,4,4
838.0,2012-10-22,2012-10-22,OBAMA,1.0,0.0,2012.0,1000.0,0.0,-6.0,-7.0,-7.0,48.0,48.0,1,1,0,144,24,6,68,76,16,8,2,4
838.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,1000.0,0.0,-6.0,-7.0,-7.0,48.0,48.0,1,1,0,146,12,8,68,78,4,8,4,4
838.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,1000.0,0.0,-6.0,-7.0,-7.0,48.0,48.0,1,1,0,146,12,8,68,78,4,8,4,4
838.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,1000.0,0.0,-6.0,-7.0,-7.0,48.0,48.0,1,1,0,144,24,6,68,76,16,8,2,4
839.0,2012-10-22,2012-10-22,OBAMA,1.0,0.0,2012.0,2709.0,1.0,8.0,6.0,5.25,42.0,41.0,1,1,0,144,24,6,68,76,16,8,2,4
839.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,2709.0,1.0,8.0,6.0,5.25,42.0,41.0,1,1,0,146,12,8,68,78,4,8,4,4
840.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,1475.0,1.0,-2.0,0.0,0.0,50.0,47.0,1,1,0,146,12,8,68,78,4,8,4,4
840.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,1475.0,1.0,-2.0,0.0,0.0,50.0,47.0,1,1,0,144,24,6,68,76,16,8,2,4
842.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,937.0,0.0,-3.0,-3.0,0.0,46.0,47.0,1,1,0,146,12,8,68,78,4,8,4,4
842.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,937.0,0.0,-3.0,-3.0,0.0,46.0,47.0,1,1,0,144,24,6,68,76,16,8,2,4
843.0,2012-10-22,2012-10-22,OBAMA,1.0,0.0,2012.0,2700.0,1.0,6.0,6.0,2.25,43.0,44.0,1,1,0,144,24,6,68,76,16,8,2,4
843.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,2700.0,1.0,6.0,6.0,2.25,43.0,44.0,1,1,0,146,12,8,68,78,4,8,4,4
844.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,1417.0,1.0,-1.0,-2.0,0.0,49.0,50.0,1,1,0,144,24,6,68,76,16,8,2,4
844.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,1417.0,1.0,-1.0,-2.0,0.0,49.0,50.0,1,1,0,146,12,8,68,78,4,8,4,4
845.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,2345.0,1.0,2.0,-1.0,0.0,48.0,48.0,1,1,0,144,24,6,68,76,16,8,2,4
845.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,2345.0,1.0,2.0,-1.0,0.0,48.0,48.0,1,1,0,146,12,8,68,78,4,8,4,4
846.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,693.0,0.0,-1.0,2.0,0.0,50.0,47.0,1,1,0,144,24,6,68,76,16,8,2,4
846.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,693.0,0.0,-1.0,2.0,0.0,50.0,47.0,1,1,0,146,12,8,68,78,4,8,4,4
847.0,2012-10-22,2012-10-22,OBAMA,1.0,0.0,2012.0,1000.0,0.0,-2.0,-2.0,-1.2799988,49.0,49.0,1,1,0,144,24,6,68,76,16,8,2,4
847.0,2012-10-16,2012-10-16,OBAMA,1.0,0.0,2012.0,1000.0,0.0,-2.0,-2.0,-1.2799988,49.0,49.0,1,1,0,146,12,8,68,78,4,8,4,4
848.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,1500.0,1.0,1.0,2.0,0.0,47.0,47.0,1,1,0,146,12,8,68,78,4,8,4,4
848.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,1500.0,1.0,1.0,2.0,0.0,47.0,47.0,1,1,0,144,24,6,68,76,16,8,2,4
851.0,2012-10-16,2012-10-16,ROMNEY,0.0,1.0,2012.0,712.0,0.0,1.2000008,0.9000015,0.0,48.8,48.1,1,1,0,146,12,8,68,78,4,8,4,4
851.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,712.0,0.0,1.2000008,0.9000015,0.0,48.8,48.1,1,1,0,144,24,6,68,76,16,8,2,4
852.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,1000.0,0.0,-1.0,-6.0,-4.220001,50.0,49.0,1,1,0,144,24,6,68,76,16,8,2,4
852.0,2012-10-22,2012-10-22,OBAMA,1.0,0.0,2012.0,1000.0,0.0,-1.0,-6.0,-4.220001,50.0,49.0,1,1,0,144,24,6,68,76,16,8,2,4
853.0,2012-10-22,2012-10-22,OBAMA,1.0,0.0,2012.0,1000.0,0.0,-6.0,-1.0,0.0,49.0,43.0,1,1,0,144,24,6,68,76,16,8,2,4
854.0,2012-10-22,2012-10-22,ROMNEY,0.0,1.0,2012.0,872.0,0.0,5.0,2.0,0.0,43.0,42.0,1,1,0,144,24,6,68,76,16,8,2,4
1050.0,2016-09-26,2016-09-26,CLINTON,1.0,0.0,2016.0,1041.0,1.0,-7.0,-6.0,-3.333332,51.0,44.0,1,0,0,156,54,12,66,90,12,42,4,8
1051.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,2726.0,1.0,-1.0,8.0,0.0,44.0,38.0,1,0,0,156,54,12,66,90,12,42,4,8
1052.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,3386.0,1.0,7.0,4.0,8.0,43.0,46.0,1,0,0,156,54,12,66,90,12,42,4,8
1052.0,2016-09-26,2016-09-26,CLINTON,1.0,0.0,2016.0,3386.0,1.0,7.0,4.0,8.0,43.0,46.0,1,0,0,156,54,12,66,90,12,42,4,8
1053.0,2016-09-26,2016-09-26,CLINTON,1.0,0.0,2016.0,933.0,0.0,-1.0,-5.0,-5.0,50.0,50.0,1,0,0,156,54,12,66,90,12,42,4,8
1053.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,933.0,0.0,-1.0,-5.0,-5.0,50.0,50.0,1,0,0,156,54,12,66,90,12,42,4,8
1054.0,2016-09-26,2016-09-26,CLINTON,1.0,0.0,2016.0,911.0,0.0,0.0,-1.0,-1.0,49.0,45.0,1,0,0,156,54,12,66,90,12,42,4,8
1054.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,911.0,0.0,0.0,-1.0,-1.0,49.0,45.0,1,0,0,156,54,12,66,90,12,42,4,8
1055.0,2016-09-26,2016-09-26,CLINTON,1.0,0.0,2016.0,609.0,0.0,-2.0,-3.0,-0.75,49.0,44.0,1,0,0,156,54,12,66,90,12,42,4,8
1056.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,26925.0,1.0,3.0,3.0,0.0,47.0,41.0,1,0,0,156,54,12,66,90,12,42,4,8
1057.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,1217.0,1.0,-1.0,-1.0,0.0,50.0,44.0,1,0,0,156,54,12,66,90,12,42,4,8
1058.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,1213.0,1.0,2.0,2.0,0.0,49.0,43.0,1,0,0,156,54,12,66,90,12,42,4,8
1059.0,2016-09-26,2016-09-26,CLINTON,1.0,0.0,2016.0,1239.0,1.0,-7.0,-8.0,-0.91666794,51.0,45.0,1,0,0,156,54,12,66,90,12,42,4,8
1060.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,911.0,0.0,4.0,6.0,0.0,44.0,37.0,1,0,0,156,54,12,66,90,12,42,4,8
1061.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,2275.0,1.0,-5.0,4.0,0.0,48.0,43.0,1,0,0,156,54,12,66,90,12,42,4,8
1062.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,1338.0,1.0,1.0,-3.0,1.6666679,43.0,47.0,1,0,0,156,54,12,66,90,12,42,4,8
1062.0,2016-09-26,2016-09-26,CLINTON,1.0,0.0,2016.0,1338.0,1.0,1.0,-3.0,1.6666679,43.0,47.0,1,0,0,156,54,12,66,90,12,42,4,8
1062.0,2016-10-04,2016-10-04,PENCE,0.0,1.0,2016.0,1338.0,1.0,1.0,-3.0,1.6666679,43.0,47.0,0,0,0,148,60,36,64,84,30,30,14,22
1063.0,2016-10-04,2016-10-04,PENCE,0.0,1.0,2016.0,1064.0,1.0,6.0,0.0,0.0,44.0,44.0,0,0,0,148,60,36,64,84,30,30,14,22
1063.0,2016-09-26,2016-09-26,CLINTON,1.0,0.0,2016.0,1064.0,1.0,6.0,0.0,0.0,44.0,44.0,1,0,0,156,54,12,66,90,12,42,4,8
1064.0,2016-10-04,2016-10-04,PENCE,0.0,1.0,2016.0,896.0,0.0,-2.0,0.0,0.0,50.0,44.0,0,0,0,148,60,36,64,84,30,30,14,22
1064.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,896.0,0.0,-2.0,0.0,0.0,50.0,44.0,1,0,0,156,54,12,66,90,12,42,4,8
1065.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,971.0,0.0,0.0,-1.0,-1.0,48.0,44.0,1,0,0,156,54,12,66,90,12,42,4,8
1065.0,2016-09-26,2016-09-26,CLINTON,1.0,0.0,2016.0,971.0,0.0,0.0,-1.0,-1.0,48.0,44.0,1,0,0,156,54,12,66,90,12,42,4,8
1065.0,2016-10-04,2016-10-04,PENCE,0.0,1.0,2016.0,971.0,0.0,0.0,-1.0,-1.0,48.0,44.0,0,0,0,148,60,36,64,84,30,30,14,22
1066.0,2016-10-09,2016-10-09,CLINTON,1.0,0.0,2016.0,23329.0,1.0,3.0,1.0,-3.0,48.0,43.0,1,0,0,140,86,10,54,86,10,76,6,4
1066.0,2016-09-26,2016-09-26,CLINTON,1.0,0.0,2016.0,23329.0,1.0,3.0,1.0,-3.0,48.0,43.0,1,0,0,156,54,12,66,90,12,42,4,8
1066.0,2016-10-04,2016-10-04,PENCE,0.0,1.0,2016.0,23329.0,1.0,3.0,1.0,-3.0,48.0,43.0,0,0,0,148,60,36,64,84,30,30,14,22
1067.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,886.0,0.0,-2.0,-6.0,0.0,51.0,44.0,1,0,0,156,54,12,66,90,12,42,4,8
1067.0,2016-10-04,2016-10-04,PENCE,0.0,1.0,2016.0,886.0,0.0,-2.0,-6.0,0.0,51.0,44.0,0,0,0,148,60,36,64,84,30,30,14,22
1067.0,2016-10-09,2016-10-09,TRUMP,0.0,1.0,2016.0,886.0,0.0,-2.0,-6.0,0.0,51.0,44.0,1,0,0,140,86,10,54,86,10,76,6,4
1068.0,2016-10-09,2016-10-09,TRUMP,0.0,1.0,2016.0,447.0,0.0,3.0,0.0,0.0,49.0,38.0,1,0,0,140,86,10,54,86,10,76,6,4
1068.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,447.0,0.0,3.0,0.0,0.0,49.0,38.0,1,0,0,156,54,12,66,90,12,42,4,8
1068.0,2016-10-04,2016-10-04,PENCE,0.0,1.0,2016.0,447.0,0.0,3.0,0.0,0.0,49.0,38.0,0,0,0,148,60,36,64,84,30,30,14,22
1069.0,2016-09-26,2016-09-26,CLINTON,1.0,0.0,2016.0,2363.0,1.0,-8.0,-1.0,0.66666794,52.0,38.0,1,0,0,156,54,12,66,90,12,42,4,8
1069.0,2016-10-09,2016-10-09,CLINTON,1.0,0.0,2016.0,2363.0,1.0,-8.0,-1.0,0.66666794,52.0,38.0,1,0,0,140,86,10,54,86,10,76,6,4
1069.0,2016-10-04,2016-10-04,PENCE,0.0,1.0,2016.0,2363.0,1.0,-8.0,-1.0,0.66666794,52.0,38.0,0,0,0,148,60,36,64,84,30,30,14,22
1070.0,2016-10-04,2016-10-04,PENCE,0.0,1.0,2016.0,806.0,0.0,6.0,3.0,0.0,44.0,37.0,0,0,0,148,60,36,64,84,30,30,14,22
1070.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,806.0,0.0,6.0,3.0,0.0,44.0,37.0,1,0,0,156,54,12,66,90,12,42,4,8
1070.0,2016-10-09,2016-10-09,TRUMP,0.0,1.0,2016.0,806.0,0.0,6.0,3.0,0.0,44.0,37.0,1,0,0,140,86,10,54,86,10,76,6,4
1071.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,2969.0,1.0,-7.0,5.0,0.0,50.0,40.0,1,0,0,156,54,12,66,90,12,42,4,8
1071.0,2016-10-04,2016-10-04,PENCE,0.0,1.0,2016.0,2969.0,1.0,-7.0,5.0,0.0,50.0,40.0,0,0,0,148,60,36,64,84,30,30,14,22
1071.0,2016-10-09,2016-10-09,TRUMP,0.0,1.0,2016.0,2969.0,1.0,-7.0,5.0,0.0,50.0,40.0,1,0,0,140,86,10,54,86,10,76,6,4
1072.0,2016-10-09,2016-10-09,CLINTON,1.0,0.0,2016.0,917.0,0.0,6.0,-4.0,2.333332,43.0,45.0,1,0,0,140,86,10,54,86,10,76,6,4
1072.0,2016-10-04,2016-10-04,PENCE,0.0,1.0,2016.0,917.0,0.0,6.0,-4.0,2.333332,43.0,45.0,0,0,0,148,60,36,64,84,30,30,14,22
1072.0,2016-09-26,2016-09-26,CLINTON,1.0,0.0,2016.0,917.0,0.0,6.0,-4.0,2.333332,43.0,45.0,1,0,0,156,54,12,66,90,12,42,4,8
1073.0,2016-10-04,2016-10-04,PENCE,0.0,1.0,2016.0,1004.0,1.0,-9.0,4.0,0.0,49.0,41.0,0,0,0,148,60,36,64,84,30,30,14,22
1073.0,2016-09-26,2016-09-26,TRUMP,0.0,1.0,2016.0,1004.0,1.0,-9.0,4.0,0.0,49.0,41.0,1,0,0,156,54,12,66,90,12,42,4,8
1073.0,2016-10-09,2016-10-09,TRUMP,0.0,1.0,2016.0,1004.0,1.0,-9.0,4.0,0.0,49.0,41.0,1,0,0,140,86,10,54,86,10,76,6,4
1074.0,2016-10-04,2016-10-04,PENCE,0.0,1.0,2016.0,740.0,0.0,10.0,1.0,0.5,40.0,45.0,0,0,0,148,60,36,64,84,30,30,14,22
1074.0,2016-10-09,2016-10-09,CLINTON,1.0,0.0,2016.0,740.0,0.0,10.0,1.0,0.5,40.0,45.0,1,0,0,140,86,10,54,86,10,76,6,4
1074.0,2016-09-26,2016-09-26,CLINTON,1.0,0.0,2016.0,740.0,0.0,10.0,1.0,0.5,40.0,45.0,1,0,0,156,54,12,66,90,12,42,4,8
