date,speaker,party,sentence
2012-10-22,OBAMA,Dem,"But when it came time to making sure that Gadhafi did not stay in power, that he was captured, Governor, your suggestion was that this was mission creep, that this was mission muddle."
2012-10-22,OBAMA,Dem,Imagine if we had pulled out at that point.
2012-10-22,OBAMA,Dem,"You know, Moammar Gadhafi had more American blood on his hands than any individual other than Osama bin Laden."
2012-10-22,OBAMA,Dem,And so we were going to make sure that we finished the job.
2012-10-22,OBAMA,Dem,That’s part of the reason why the Libyans stand with us.
2012-10-22,OBAMA,Dem,"But we did so in a careful, thoughtful way, making certain that we knew who we were dealing with, that those forces of moderation on the ground were ones that we could work with, and we have to take the same kind of steady, thoughtful leadership when it comes to Syria."
2012-10-22,OBAMA,Dem,That’s exactly what we’re doing.
2012-10-22,ROMNEY,Rep,I don’t want to have our military involved in Syria.
2012-10-22,ROMNEY,Rep,I don’t think there is a necessity to put our military in Syria at this stage.
2012-10-22,ROMNEY,Rep,I don’t anticipate that in the future.
2012-10-22,ROMNEY,Rep,"As I indicated, our objectives are to replace Assad and to have in place a new government which is friendly to us, a responsible government, if possible."
2012-10-22,ROMNEY,Rep,"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove — to remove Assad."
2012-10-22,ROMNEY,Rep,But I do not want to see a military involvement on the part of our — of our troops.
2012-10-22,ROMNEY,Rep,And this isn’t — this isn’t going to be necessary.
2012-10-22,ROMNEY,Rep,"We — we have, with our partners in the region, we have sufficient resources to support those groups."
2012-10-22,ROMNEY,Rep,"But look, this has been going on for a year."
2012-10-22,ROMNEY,Rep,This is a time — this should have been a time for American leadership.
2012-10-22,ROMNEY,Rep,"We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties; to find responsible parties."
2012-10-22,ROMNEY,Rep,"As you hear from intelligence sources even today, the — the insurgents are highly disparate."
2012-10-22,ROMNEY,Rep,They haven’t come together.
2012-10-22,ROMNEY,Rep,"They haven’t formed a unity group, a council of some kind."
2012-10-22,ROMNEY,Rep,That needs to happen.
2012-10-22,ROMNEY,Rep,America can help that happen.
2012-10-22,ROMNEY,Rep,And we need to make sure they have the arms they need to carry out the very important role which is getting rid of Assad.
2012-10-22,OBAMA,Dem,"Well, I’ll — I’ll be very quick."
2012-10-22,OBAMA,Dem,What you just heard Governor Romney said is he doesn’t have different ideas.
2012-10-22,OBAMA,Dem,And that’s because we’re doing exactly what we should be doing to try to promote a moderate Syrian leadership and a — an effective transition so that we get Assad out.
2012-10-22,OBAMA,Dem,That’s the kind of leadership we’ve shown.
2012-10-22,OBAMA,Dem,That’s the kind of leadership we’ll continue to show.
2012-10-22,OBAMA,Dem,"No, I don’t, because I think that America has to stand with democracy."
2012-10-22,OBAMA,Dem,"The notion that we would have tanks run over those young people who were in Tahrir Square, that is not the kind of American leadership that John F."
2012-10-22,OBAMA,Dem,Kennedy talked about 50 years ago.
2012-10-22,OBAMA,Dem,"But what I’ve also said is that now that you have a democratically elected government in Egypt, that they have to make sure that they take responsibility for protecting religious minorities."
2012-10-22,OBAMA,Dem,"And we have put significant pressure on them to make sure they’re doing that; to recognize the rights of women, which is critical throughout the region."
2012-10-22,OBAMA,Dem,These countries can’t develop if young women are not given the kind of education that they need.
2012-10-22,OBAMA,Dem,They have to abide by their treaty with Israel.
2012-10-22,OBAMA,Dem,"That is a red line for us, because not only is Israel’s security at stake, but our security is at stake if that unravels."
2012-10-22,OBAMA,Dem,They have to make sure that they’re cooperating with us when it comes to counterterrorism.
2012-10-22,OBAMA,Dem,"And we will help them with respect to developing their own economy, because ultimately what’s going to make the Egyptian revolution successful for the people of Egypt, but also for the world, is if those young people who gathered there are seeing opportunities."
2012-10-22,OBAMA,Dem,Their aspirations are similar to young people’s here.
2012-10-22,OBAMA,Dem,"They want jobs, they want to be able to make sure their kids are going to a good school."
2012-10-22,OBAMA,Dem,They want to make sure that they have a roof over their heads and that they have the prospects of a better life in the future.
2012-10-22,OBAMA,Dem,"And so one of the things that we’ve been doing is, is, for example, organizing entrepreneurship conferences with these Egyptians to give them a sense of how they can start rebuilding their economy in a way that’s noncorrupt, that’s transparent."
2012-10-22,OBAMA,Dem,"But what is also important for us to understand is, is that for America to be successful in this region there’s some things that we’re going to have to do here at home as well."
2012-10-22,OBAMA,Dem,"You know, one of the challenges over the last decade is we’ve done experiments in nation building in places like Iraq and Afghanistan and we’ve neglected, for example, developing our own economy, our own energy sectors, our own education system."
2012-10-22,OBAMA,Dem,And it’s very hard for us to project leadership around the world when we’re not doing what we need to do…
2012-10-22,ROMNEY,Rep,"I believe, as the president indicated, and said at the time that I supported his — his action there."
2012-10-22,ROMNEY,Rep,I felt that — I wish we’d have had a better vision of the future.
2012-10-22,ROMNEY,Rep,"I wish that, looking back at the beginning of the president’s term and even further back than that, that we’d have recognized that there was a growing energy and passion for freedom in that part of the world, and that we would have worked more aggressively with our friend and with other friends in the region to have them make the transition towards a more representative form of government, such that it didn’t explode in the way that it did."
2012-10-22,ROMNEY,Rep,"But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support."
2012-10-22,ROMNEY,Rep,"Let me step back and talk about what I think our mission has to be in the Middle East and even more broadly, because our purpose is to make sure the world is more — is peaceful."
2012-10-22,ROMNEY,Rep,We want a peaceful planet.
2012-10-22,ROMNEY,Rep,"We want people to be able to enjoy their lives and know they’re going to have a bright and prosperous future, not be at war."
2012-10-22,ROMNEY,Rep,That’s our purpose.
2012-10-22,ROMNEY,Rep,And the mantle of leadership for the — promoting the principles of peace has fallen to America.
2012-10-22,ROMNEY,Rep,We didn’t ask for it.
2012-10-22,ROMNEY,Rep,But it’s an honor that we have it.
2012-10-22,ROMNEY,Rep,But for us to be able to promote those principles of peace requires us to be strong.
2012-10-22,ROMNEY,Rep,And that begins with a strong economy here at home.
2012-10-22,ROMNEY,Rep,"Unfortunately, the economy is not stronger."
2012-10-22,ROMNEY,Rep,"When the — when the president of Iraq — excuse me, of Iran, Ahmadinejad, says that our debt makes us not a great country, that’s a frightening thing."
2012-10-22,ROMNEY,Rep,Former chief of the — Joint Chiefs of Staff said that — Admiral Mullen said that our debt is the biggest national security threat we face.
2012-10-22,ROMNEY,Rep,This — we have weakened our economy.
2012-10-22,ROMNEY,Rep,We need a strong economy.
2012-10-22,ROMNEY,Rep,We need to have as well a strong military.
2012-10-22,ROMNEY,Rep,Our military is second to none in the world.
2012-10-22,ROMNEY,Rep,"We’re blessed with terrific soldiers, and extraordinary technology and intelligence."
2012-10-22,ROMNEY,Rep,But the idea of a trillion dollar in cuts through sequestration and budget cuts to the military would change that.
2012-10-22,ROMNEY,Rep,We need to have strong allies.
2012-10-22,ROMNEY,Rep,Our association and connection with our allies is essential to America’s strength.
2012-10-22,ROMNEY,Rep,"We’re the great nation that has allies, 42 allies and friends around the world."
2012-10-22,ROMNEY,Rep,"And, finally, we have to stand by our principles."
2012-10-22,ROMNEY,Rep,"And if we’re strong in each of those things, American influence will grow."
2012-10-22,ROMNEY,Rep,"But unfortunately, in nowhere in the world is America’s influence will grow."
2012-10-22,ROMNEY,Rep,"But unfortunately, in — nowhere in the world is America’s influence greater today than it was four years ago."
2012-10-22,ROMNEY,Rep,And that’s because we’ve become weaker in each of those four… (CROSSTALK)
2012-10-22,ROMNEY,Rep,"Well I — I absolutely believe that America has a — a responsibility, and the privilege of helping defend freedom and promote the principles that — that make the world more peaceful."
2012-10-22,ROMNEY,Rep,"And those principles include human rights, human dignity, free enterprise, freedom of expression, elections."
2012-10-22,ROMNEY,Rep,"Because when there are elections, people tend to vote for peace."
2012-10-22,ROMNEY,Rep,They don’t vote for war.
2012-10-22,ROMNEY,Rep,So we want to promote those principles around the world.
2012-10-22,ROMNEY,Rep,We recognize that there are places of conflict in the world.
2012-10-22,ROMNEY,Rep,We want to end those conflicts to the extent humanly possible.
2012-10-22,ROMNEY,Rep,"But in order to be able to fulfill our role in the world, America must be strong."
2012-10-22,ROMNEY,Rep,America must lead.
2012-10-22,ROMNEY,Rep,"And for that to happen, we have to strengthen our economy here at home."
2012-10-22,ROMNEY,Rep,You can’t have 23 million people struggling to get a job.
2012-10-22,ROMNEY,Rep,You can’t have an economy that over the last three years keeps slowing down its growth rate.
2012-10-22,ROMNEY,Rep,"You can’t have kids coming out of college, half of them can’t find a job today, or a job that’s commensurate with their college degree."
2012-10-22,ROMNEY,Rep,We have to get our economy going.
2012-10-22,ROMNEY,Rep,"And our military, we’ve got to strengthen our military long-term."
2012-10-22,ROMNEY,Rep,We don’t know what the world is going to throw at us down the road.
2012-10-22,ROMNEY,Rep,We — we make decisions today in the military that — that will confront challenges we can’t imagine.
2012-10-22,ROMNEY,Rep,"In the 2000 debates, there was no mention of terrorism, for instance."
2012-10-22,ROMNEY,Rep,"And a year later, 9/11 happened."
2012-10-22,ROMNEY,Rep,"So, we have to make decisions based upon uncertainty, and that means a strong military."
2012-10-22,ROMNEY,Rep,I will not cut our military budget.
2012-10-22,ROMNEY,Rep,We have to also stand by our allies.
2012-10-22,ROMNEY,Rep,I — I think the tension that existed between Israel and the United States was very unfortunate.
2012-10-22,ROMNEY,Rep,"I think also that pulling our missile defense program out of Poland in the way we did was also unfortunate in terms of, if you will, disrupting the relationship in some ways that existed between us."
2012-10-22,ROMNEY,Rep,"And then, of course, with regards to standing for our principles, when — when the students took to the streets in Tehran and the people there protested, the Green Revolution occurred, for the president to be silent I thought was an enormous mistake."
2012-10-22,ROMNEY,Rep,"We have to stand for our principles, stand for our allies, stand for a strong military and stand for a stronger economy."
2012-10-22,OBAMA,Dem,America remains the one indispensable nation.
2012-10-22,OBAMA,Dem,"And the world needs a strong America, and it is stronger now than when I came into office."
2012-10-22,OBAMA,Dem,"Because we ended the war in Iraq, we were able to refocus our attention on not only the terrorist threat, but also beginning a transition process in Afghanistan."
2012-10-22,OBAMA,Dem,It also allowed us to refocus on alliances and relationships that had been neglected for a decade.
2012-10-22,OBAMA,Dem,"And Governor Romney, our alliances have never been stronger, in Asia, in Europe, in Africa, with Israel, where we have unprecedented military and intelligence cooperation, including dealing with the Iranian threat."
2012-10-22,OBAMA,Dem,"But what we also have been able to do is position ourselves so we can start rebuilding America, and that’s what my plan does."
2012-10-22,OBAMA,Dem,"Making sure that we’re bringing manufacturing back to our shores so that we’re creating jobs here, as we’ve done with the auto industry, not rewarding companies that are shipping jobs overseas."
2012-10-22,OBAMA,Dem,"Making sure that we’ve got the best education system in the world, including retraining our workers for the jobs of tomorrow."
2012-10-22,OBAMA,Dem,Doing everything we can to control our own energy.
2012-10-22,OBAMA,Dem,We’ve cut our oil imports to the lowest level in two decades because we’ve developed oil and natural gas.
2012-10-22,OBAMA,Dem,But we also have to develop clean energy technologies that will allow us to cut our exports in half by 2020.
2012-10-22,OBAMA,Dem,That’s the kind of leadership that we need to show.
2012-10-22,OBAMA,Dem,And we’ve got to make sure that we reduce our deficit.
2012-10-22,OBAMA,Dem,"Unfortunately, Governor Romney’s plan doesn’t do it."
2012-10-22,OBAMA,Dem,"We’ve got to do it in a responsible way by cutting out spending we don’t need, but also asking the wealthiest to pay a little bit more."
2012-10-22,OBAMA,Dem,That way we can invest in the research and technology that’s always kept us at the cutting edge.
2012-10-22,OBAMA,Dem,"Now, Governor Romney has taken a different approach throughout this campaign."
2012-10-22,OBAMA,Dem,"Both at home and abroad, he has proposed wrong and reckless policies."
2012-10-22,OBAMA,Dem,He’s praised George Bush as a good economic steward and Dick Cheney as somebody who’s — who shows great wisdom and judgment.
2012-10-22,OBAMA,Dem,And taking us back to those kinds of strategies that got us into this mess are not the way that we are going to maintain leadership in the 21st century.
2012-10-22,ROMNEY,Rep,I’ve got a policy for the future and agenda for the future.
2012-10-22,ROMNEY,Rep,"And when it comes to our economy here at home, I know what it takes to create 12 million new jobs and rising take-home pay."
2012-10-22,ROMNEY,Rep,And what we’ve seen over the last four years is something I don’t want to see over the next four years.
2012-10-22,ROMNEY,Rep,The president said by now we’d be a 5.4 percent unemployment.
2012-10-22,ROMNEY,Rep,We’re 9 million jobs short of that.
2012-10-22,ROMNEY,Rep,"I will get America working again and see rising take-home pay again, and I’ll do it with five simple steps."
2012-10-22,ROMNEY,Rep,"Number one, we are going to have North American energy independence."
2012-10-22,ROMNEY,Rep,"We’re going to do it by taking full advantage of oil, coal, gas, nuclear and our renewables."
2012-10-22,ROMNEY,Rep,"Number two, we’re going to increase our trade."
2012-10-22,ROMNEY,Rep,Trade grows about 12 percent year.
2012-10-22,ROMNEY,Rep,It doubles about every — every five or so years.
2012-10-22,ROMNEY,Rep,"We can do better than that, particularly in Latin America."
2012-10-22,ROMNEY,Rep,The opportunities for us in Latin America we have just not taken advantage of fully.
2012-10-22,ROMNEY,Rep,"As a matter of fact, Latin America’s economy is almost as big as the economy of China."
2012-10-22,ROMNEY,Rep,We’re all focused on China.
2012-10-22,ROMNEY,Rep,"Latin America is a huge opportunity for us — time zone, language opportunities."
2012-10-22,ROMNEY,Rep,"Number three, we’re going to have to have training programs that work for our workers and schools that finally put the parents and the teachers and the kids first, and the teachers’ unions going to have to go behind."
2012-10-22,ROMNEY,Rep,And then we’re going to have to get to a balanced budget.
2012-10-22,ROMNEY,Rep,We can’t expect entrepreneurs and businesses large and small to take their life savings or their company’s money and invest in America if they think we’re headed to the road to Greece.
2012-10-22,ROMNEY,Rep,And that’s where we’re going right now unless we finally get off this spending and borrowing binge.
2012-10-22,ROMNEY,Rep,And I’ll get us on track to a balanced budget.
2012-10-22,ROMNEY,Rep,"And finally, number five, we’ve got to champion small business."
2012-10-22,ROMNEY,Rep,Small business is where jobs come from.
2012-10-22,ROMNEY,Rep,Two-thirds of our jobs come from small businesses.
2012-10-22,ROMNEY,Rep,New business formation is down to the lowest level in 30 years under this administration.
2012-10-22,ROMNEY,Rep,I want to bring it back and get back good jobs and rising take-home pay.
2012-10-22,OBAMA,Dem,"Well, let’s talk about what we need to compete."
2012-10-22,OBAMA,Dem,"First of all, Governor Romney talks about small businesses."
2012-10-22,OBAMA,Dem,"But, Governor, when you were in Massachusetts, small businesses development ranked about 48th, I think out of 50 states in Massachusetts, because the policies that you are promoting actually don’t help small businesses."
2012-10-22,OBAMA,Dem,And the way you define small businesses includes folks at the very top.
2012-10-22,OBAMA,Dem,And they include you and me.
2012-10-22,OBAMA,Dem,That’s not the kind of small business promotion we need.
2012-10-22,OBAMA,Dem,But let’s take an example that we know is going to make a difference in the 21st century and that’s our education policy.
2012-10-22,OBAMA,Dem,We didn’t have a lot of chance to talk about this in the last debate.
2012-10-22,OBAMA,Dem,"You know, under my leadership, what we’ve done is reformed education, working with governors, 46 states."
2012-10-22,OBAMA,Dem,We’ve seen progress and gains in schools that were having a terrible time.
2012-10-22,OBAMA,Dem,And they’re starting to finally make progress.
2012-10-22,OBAMA,Dem,"And what I now want to do is to hire more teachers, especially in math and science, because we know that we’ve fallen behind when it comes to math and science."
2012-10-22,OBAMA,Dem,And those teachers can make a difference.
2012-10-22,OBAMA,Dem,"Now, Governor Romney, when you were asked by teachers whether or not this would help the economy grow, you said this isn’t going to help the economy grow."
2012-10-22,OBAMA,Dem,"When you were asked about reduced class sizes, you said class sizes don’t make a difference."
2012-10-22,OBAMA,Dem,"But I tell you, if you talk to teachers, they will tell you it does make a difference."
2012-10-22,OBAMA,Dem,"And if we’ve got math teachers who are able to provide the kind of support that they need for our kids, that’s what’s going to determine whether or not the new businesses are created here."
2012-10-22,OBAMA,Dem,Companies are going to locate here depending on whether we’ve got the most highly skilled workforce.
2012-10-22,OBAMA,Dem,"And the kinds of budget proposals that you’ve put forward, when we don’t ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that’s undermining our long-term competitiveness."
2012-10-22,OBAMA,Dem,"That is not good for America’s position in the world, and the world notices."
2012-10-22,ROMNEY,Rep,"Well — well, I need to speak a moment…"
2012-10-22,ROMNEY,Rep,"… if you’ll let me, Bob, just about education…"
2012-10-22,ROMNEY,Rep,… because I’m — I’m so proud of the state that I had the chance to be governor of.
2012-10-22,ROMNEY,Rep,We have every two years tests that look at how well our kids are doing.
2012-10-22,ROMNEY,Rep,Fourth graders and eighth graders are tested in English and math.
2012-10-22,ROMNEY,Rep,"While I was governor, I was proud that our fourth graders came out number one of all 50 states in English, and then also in math."
2012-10-22,ROMNEY,Rep,And our eighth graders number one in English and also in math.
2012-10-22,ROMNEY,Rep,First time one state had been number one in all four measures.
2012-10-22,ROMNEY,Rep,How did we do that?
2012-10-22,ROMNEY,Rep,"Well, Republicans and Democrats came together on a bipartisan basis to put in place education principles that focused on having great teachers in the classroom."
2012-10-22,OBAMA,Dem,Ten years earlier…
2012-10-22,ROMNEY,Rep,And that was — that was — that was what allowed us to become the number one state in the nation.
2012-10-22,OBAMA,Dem,But that was 10 years before you took office.
2012-10-22,ROMNEY,Rep,And then you cut education spending when you came into office.
2012-10-22,ROMNEY,Rep,The first — the first — the first — and we kept our schools number one in the nation.
2012-10-22,ROMNEY,Rep,They’re still number one today.
2012-10-22,ROMNEY,Rep,"And the principles that we put in place, we also gave kids not just a graduation exam that determined whether they were up to the skills needed to — to be able compete, but also if they graduated the quarter of their class, they got a four-year tuition- free ride at any Massachusetts public institution of higher learning."
2012-10-22,OBAMA,Dem,That happened before you came into office.
2012-10-22,ROMNEY,Rep,"That was actually mine, actually, Mr."
2012-10-22,ROMNEY,Rep,You got that fact wrong.
2012-10-22,ROMNEY,Rep,"Well, let’s come back and talk about the military, but all the way — all the way through."
2012-10-22,ROMNEY,Rep,"First of all, I’m going through from the very beginning — we’re going to cut about 5 percent of the discretionary budget, excluding military."
2012-10-22,ROMNEY,Rep,That’s number one.
2012-10-22,OBAMA,Dem,He should have answered the first question.
2012-10-22,OBAMA,Dem,"Look, Governor Romney’s called for $5 trillion of tax cuts that he says he’s going to pay for by closing deductions."
2012-10-22,OBAMA,Dem,"Now, the math doesn’t work, but he continues to claim that he’s going to do it."
2012-10-22,OBAMA,Dem,He then wants to spend another $2 trillion on military spending that our military is not asking for.
2012-10-22,OBAMA,Dem,"Now, keep in mind that our military spending has gone up every single year that I’ve been in office."
2012-10-22,OBAMA,Dem,"We spend more on our military than the next 10 countries combined; China, Russia, France, the United Kingdom, you name it."
2012-10-22,OBAMA,Dem,The next 10.
2012-10-22,OBAMA,Dem,"And what I did was work with our joint chiefs of staff to think about, what are we going to need in the future to make sure that we are safe?"
2012-10-22,OBAMA,Dem,And that’s the budget that we’ve put forward.
2012-10-22,OBAMA,Dem,"But, what you can’t do is spend $2 trillion in additional military spending that the military is not asking for, $5 trillion on tax cuts."
2012-10-22,OBAMA,Dem,"You say that you’re going to pay for it by closing loopholes and deductions, without naming what those loopholes and deductions are."
2012-10-22,OBAMA,Dem,And then somehow you’re also going to deal with the deficit that we’ve already got.
2012-10-22,OBAMA,Dem,The math simply doesn’t work.
2012-10-22,OBAMA,Dem,"But when it comes to our military, what we have to think about is not, you know just budgets, we’ve got to think about capabilities."
2012-10-22,OBAMA,Dem,We need to be thinking about cyber security.
2012-10-22,OBAMA,Dem,We need to be talking about space.
2012-10-22,OBAMA,Dem,"That’s exactly what our budget does, but it’s driven by strategy."
2012-10-22,OBAMA,Dem,It’s not driven by politics.
2012-10-22,OBAMA,Dem,"It’s not driven by members of Congress, and what they would like to see."
2012-10-22,OBAMA,Dem,"It’s driven by, what are we going to need to keep the American people safe?"
2012-10-22,OBAMA,Dem,"That’s exactly what our budget does, and it also then allows us to reduce our deficit, which is a significant national security concern."
2012-10-22,OBAMA,Dem,Because we’ve got to make sure that our economy is strong at home so that we can project military power overseas.
2012-10-22,ROMNEY,Rep,I’m pleased that I’ve balanced budgets.
2012-10-22,ROMNEY,Rep,I was on the world of business for 25 years.
2012-10-22,ROMNEY,Rep,"If you didn’t balance your budget, you went out of business."
2012-10-22,ROMNEY,Rep,"I went into the Olympics that was out of balance, and we got it on balance, and made a success there."
2012-10-22,ROMNEY,Rep,I had the chance to be governor of a state.
2012-10-22,ROMNEY,Rep,"Four years in a row, Democrats and Republicans came together to balance the budget."
2012-10-22,ROMNEY,Rep,We cut taxes 19 times and balanced our budget.
2012-10-22,ROMNEY,Rep,The president hasn’t balanced a budget yet.
2012-10-22,ROMNEY,Rep,I expect to have the opportunity to do so myself.
2012-10-22,ROMNEY,Rep,I’m going to be able to balance the budget.
2012-10-22,ROMNEY,Rep,"Let’s talk about military spending, and that’s this."
2012-10-22,ROMNEY,Rep,"Our Navy is old — excuse me, our Navy is smaller now than at any time since 1917."
2012-10-22,ROMNEY,Rep,The Navy said they needed 313 ships to carry out their mission.
2012-10-22,ROMNEY,Rep,We’re now at under 285.
2012-10-22,ROMNEY,Rep,We’re headed down to the low 200s if we go through a sequestration.
2012-10-22,ROMNEY,Rep,That’s unacceptable to me.
2012-10-22,ROMNEY,Rep,I want to make sure that we have the ships that are required by our Navy.
2012-10-22,ROMNEY,Rep,Our Air Force is older and smaller than at any time since it was founded in 1947.
2012-10-22,ROMNEY,Rep,We’ve changed for the first time since FDR — since FDR we had the — we’ve always had the strategy of saying we could fight in two conflicts at once.
2012-10-22,ROMNEY,Rep,Now we’re changing to one conflict.
2012-10-22,ROMNEY,Rep,"Look, this, in my view, is the highest responsibility of the President of the United States, which is to maintain the safety of the American people."
2012-10-22,ROMNEY,Rep,"And I will not cut our military budget by a trillion dollars, which is a combination of the budget cuts the president has, as well as the sequestration cuts."
2012-10-22,ROMNEY,Rep,"That, in my view, is making — is making our future less certain and less secure."
2012-10-22,OBAMA,Dem,"Bob, I just need to comment on this."
2012-10-22,OBAMA,Dem,"First of all, the sequester is not something that I’ve proposed."
2012-10-22,OBAMA,Dem,It is something that Congress has proposed.
2012-10-22,OBAMA,Dem,It will not happen.
2012-10-22,OBAMA,Dem,The budget that we are talking about is not reducing our military spending.
2012-10-22,OBAMA,Dem,It is maintaining it.
2012-10-22,OBAMA,Dem,But I think Governor Romney maybe hasn’t spent enough time looking at how our military works.
2012-10-22,OBAMA,Dem,"You mentioned the Navy, for example, and that we have fewer ships than we did in 1916."
2012-10-22,OBAMA,Dem,"Well, Governor, we also have fewer horses and bayonets, because the nature of our military’s changed."
2012-10-22,OBAMA,Dem,"We have these things called aircraft carriers, where planes land on them."
2012-10-22,OBAMA,Dem,"We have these ships that go underwater, nuclear submarines."
2012-10-22,OBAMA,Dem,"And so the question is not a game of Battleship, where we’re counting slips."
2012-10-22,OBAMA,Dem,It’s what are our capabilities.
2012-10-22,OBAMA,Dem,"And so when I sit down with the Secretary of the Navy and the Joint Chiefs of Staff, we determine how are we going to be best able to meet all of our defense needs in a way that also keeps faith with our troops, that also makes sure that our veterans have the kind of support that they need when they come home."
2012-10-22,OBAMA,Dem,And that is not reflected in the kind of budget that you’re putting forward because it just doesn’t work.
2012-10-22,OBAMA,Dem,"And, you know, we visited the website quite a bit and it still doesn’t work."
2012-10-22,OBAMA,Dem,"First of all, Israel is a true friend."
2012-10-22,OBAMA,Dem,It is our greatest ally in the region.
2012-10-22,OBAMA,Dem,"And if Israel is attacked, America will stand with Israel."
2012-10-22,OBAMA,Dem,I’ve made that clear throughout my presidency.
2012-10-22,OBAMA,Dem,I will stand with Israel if they are attacked.
2012-10-22,OBAMA,Dem,"And this is the reason why, working with Israel, we have created the strongest military and intelligence cooperation between our two countries in history."
2012-10-22,OBAMA,Dem,"In fact, this week we’ll be carrying out the largest military exercise with Israel in history, this very week."
2012-10-22,OBAMA,Dem,"But to the issue of Iran, as long as I’m president of the United States Iran will not get a nuclear weapon."
2012-10-22,OBAMA,Dem,I made that clear when I came into office.
2012-10-22,OBAMA,Dem,"We then organized the strongest coalition and the strongest sanctions against Iran in history, and it is crippling their economy."
2012-10-22,OBAMA,Dem,Their currency has dropped 80 percent.
2012-10-22,OBAMA,Dem,Their oil production has plunged to the lowest level since they were fighting a war with Iraq 20 years ago.
2012-10-22,OBAMA,Dem,So their economy is in a shambles.
2012-10-22,OBAMA,Dem,"And the reason we did this is because a nuclear Iran is a threat to our national security, and it is a threat to Israel’s national security."
2012-10-22,OBAMA,Dem,We cannot afford to have a nuclear arms race in the most volatile region of the world.
2012-10-22,OBAMA,Dem,Iran is a state sponsor of terrorism.
2012-10-22,OBAMA,Dem,"And for them to be able to provide nuclear technology to non-state actors, that’s unacceptable."
2012-10-22,OBAMA,Dem,And they have said that they want to see Israel wiped off the map.
2012-10-22,OBAMA,Dem,So the work that we’ve done with respect to sanctions now offers Iran a choice.
2012-10-22,OBAMA,Dem,"They can take the diplomatic route and end their nuclear program or they will have to face a united world and a United States president, me, who said we’re not going to take any options off the table."
2012-10-22,OBAMA,Dem,"The disagreement I have with Governor Romney is that, during the course of this campaign, he’s often talked as if we should take premature military action."
2012-10-22,OBAMA,Dem,"I think that would be a mistake, because when I’ve sent young men and women into harm’s way, I always understand that that is the last resort, not the first resort."
2012-10-22,ROMNEY,Rep,"Well, first of all, I want to underscore the same point the president mad,e which is that if I’m President of the United States, when I’m President of the United States, we will stand with Israel."
2012-10-22,ROMNEY,Rep,"And if Israel is attacked, we have their back, not just diplomatically, not just culturally, but militarily."
2012-10-22,ROMNEY,Rep,That’s number one.
2012-10-22,ROMNEY,Rep,"Number two, with regards to Iran and the threat of Iran, there’s no question but that a nuclear Iran, a nuclear-capable Iran is unacceptable to America."
2012-10-22,ROMNEY,Rep,"It presents a threat not only to our friends but ultimately a threat to us to have Iran have nuclear material, nuclear weapons that could be used against us or used to be threatening to us."
2012-10-22,ROMNEY,Rep,"It is also essential for us to understand what our mission is in Iran, and that is to dissuade Iran from having a nuclear weapon through peaceful and diplomatic means."
2012-10-22,ROMNEY,Rep,"And crippling sanctions are something I called for five years ago, when I was in Israel, speaking at the Herzliya Conference."
2012-10-22,ROMNEY,Rep,"I laid out seven steps, crippling sanctions were number one."
2012-10-22,ROMNEY,Rep,And they do work.
2012-10-22,ROMNEY,Rep,You’re seeing it right now in the economy.
2012-10-22,ROMNEY,Rep,"It’s absolutely the right thing to do, to have crippling sanctions."
2012-10-22,ROMNEY,Rep,I would have put them in place earlier.
2012-10-22,ROMNEY,Rep,But it’s good that we have them.
2012-10-22,ROMNEY,Rep,"Number two, something I would add today is I would tighten those sanctions."
2012-10-22,ROMNEY,Rep,"I would say that ships that carry Iranian oil, can’t come into our ports."
2012-10-22,ROMNEY,Rep,I imagine the E.U.
2012-10-22,ROMNEY,Rep,would agree with us as well.
2012-10-22,ROMNEY,Rep,"Not only ships couldn’t, but I’d say companies that are moving their oil can’t, people who are trading in their oil can’t."
2012-10-22,ROMNEY,Rep,I would tighten those sanctions further.
2012-10-22,ROMNEY,Rep,"Secondly, I’d take on diplomatic isolation efforts."
2012-10-22,ROMNEY,Rep,I’d make sure that Ahmadinejad is indicted under the Genocide Convention.
2012-10-22,ROMNEY,Rep,His words amount to genocide incitation.
2012-10-22,ROMNEY,Rep,I would indict him for it.
2012-10-22,ROMNEY,Rep,I would also make sure that their diplomats are treated like the pariah they are around the world.
2012-10-22,ROMNEY,Rep,The same way we treated the apartheid diplomats of South Africa.
2012-10-22,ROMNEY,Rep,"We need to increase pressure time, and time again on Iran because anything other than a — a — a solution to this, which says — which stops this — this nuclear folly of theirs, is unacceptable to America."
2012-10-22,ROMNEY,Rep,"And of course, a military action is the last resort."
2012-10-22,ROMNEY,Rep,It is something one would only – only consider if all of the other avenues had been — had been tried to their full extent.
2012-10-22,OBAMA,Dem,"Well, first of all those are reports in the newspaper."
2012-10-22,OBAMA,Dem,They are not true.
2012-10-22,OBAMA,Dem,But our goal is to get Iran to recognize it needs to give up its nuclear program and abide by the U.N.
2012-10-22,OBAMA,Dem,resolutions that have been in place.
2012-10-22,OBAMA,Dem,"Because they have the opportunity to reenter the community of nations, and we would welcome that."
