date,speaker,party,sentence
2004-10-08,BUSH,Rep,"But as we learned in the same report I quoted, Saddam Hussein was gaming the Oil for Food Programme to get rid of sanctions."
2004-10-08,BUSH,Rep,He was trying to get rid of sanctions for a reason.
2004-10-08,BUSH,Rep,He wanted to restart his weapons programs.
2004-10-08,BUSH,Rep,"We all thought there was weapons there, Robin."
2004-10-08,BUSH,Rep,My opponent thought there was weapons there.
2004-10-08,BUSH,Rep,That's why he called him a grave threat.
2004-10-08,BUSH,Rep,"I wasn't happy when we found out there wasn't weapons, and we've got an intelligence group together to figure out why."
2004-10-08,BUSH,Rep,"But Saddam Hussein was a unique threat, and the world is better off without him in power."
2004-10-08,BUSH,Rep,And my opponent's plans lead me to conclude that Saddam Hussein would still be in power and the world would be more dangerous.
2004-10-08,BUSH,Rep,"Thank you, sir."
2004-10-08,KERRY,Dem,"Robin, I'm going to answer your question."
2004-10-08,KERRY,Dem,"I'm also going to talk— respond to what you asked, Cheryl, at the same time."
2004-10-08,KERRY,Dem,The world is more dangerous today.
2004-10-08,KERRY,Dem,The world is more dangerous today because the President didn't make the right judgments.
2004-10-08,KERRY,Dem,"Now, the President wishes that I had changed my mind."
2004-10-08,KERRY,Dem,"He wants you to believe that, because he can't come here and tell you that he's created new jobs for America."
2004-10-08,KERRY,Dem,He's lost jobs.
2004-10-08,KERRY,Dem,"He can't come here and tell you that he's created health care for Americans because one-point—what, we've got 5 million Americans who have lost their health care, 96,000 of them right here in Missouri."
2004-10-08,KERRY,Dem,He can't come here and tell you that he's left no child behind because he didn't fund No Child Left Behind.
2004-10-08,KERRY,Dem,So what does he do?
2004-10-08,KERRY,Dem,He's trying to attack me.
2004-10-08,KERRY,Dem,"He wants you to believe that I can't be President, and he's trying to make you believe it because he wants you to think I change my mind."
2004-10-08,KERRY,Dem,"Well, let me tell you straight up, I've never changed my mind about Iraq."
2004-10-08,KERRY,Dem,I do believe Saddam Hussein was a threat.
2004-10-08,KERRY,Dem,I always believed he was a threat—believed it in 1998 when Clinton was President.
2004-10-08,KERRY,Dem,I wanted to give Clinton the power to use force if necessary.
2004-10-08,KERRY,Dem,But I would have used that force wisely.
2004-10-08,KERRY,Dem,"I would have used that authority wisely, not rushed to war without a plan to win the peace."
2004-10-08,KERRY,Dem,I would have brought our allies to our side.
2004-10-08,KERRY,Dem,I would have fought to make certain our troops had everybody possible to help them win the mission.
2004-10-08,KERRY,Dem,"This President rushed to war, pushed our allies aside, and Iran now is more dangerous, and so is North Korea with nuclear weapons."
2004-10-08,KERRY,Dem,"He took his eye off the ball, off of Usama bin Laden."
2004-10-08,BUSH,Rep,Are we going to have a rebuttal thing back and forth?
2004-10-08,BUSH,Rep,Remember the last debate?
2004-10-08,BUSH,Rep,My opponent said that America must pass a global test before we use force to protect ourselves.
2004-10-08,BUSH,Rep,That's the kind of mindset that says sanctions were working.
2004-10-08,BUSH,Rep,That's the kind of mindset that says let's keep it at the United Nations and hope things go well.
2004-10-08,BUSH,Rep,Saddam Hussein was a threat because he could have given weapons of mass destruction to terrorist enemies.
2004-10-08,BUSH,Rep,Sanctions were not working.
2004-10-08,BUSH,Rep,The United Nations was not effective at removing Saddam Hussein.
2004-10-08,KERRY,Dem,The goal of the sanctions was not to remove Saddam Hussein.
2004-10-08,KERRY,Dem,It was to remove the weapons of mass destruction.
2004-10-08,KERRY,Dem,And Mr.
2004-10-08,KERRY,Dem,"President, just yesterday the Duelfer report told you and the whole world they worked."
2004-10-08,KERRY,Dem,"He didn't have weapons of mass destruction, Mr."
2004-10-08,KERRY,Dem,President.
2004-10-08,KERRY,Dem,That was the objective.
2004-10-08,KERRY,Dem,"And if we had used smart diplomacy, we could have saved $200 billion and an invasion of Iraq, and right now Usama bin Laden might be in jail or dead."
2004-10-08,KERRY,Dem,That's the war against terror.
2004-10-08,KERRY,Dem,"Anthony, I would not."
2004-10-08,KERRY,Dem,I have laid out a different plan because the President's plan is not working.
2004-10-08,KERRY,Dem,You see that every night on television.
2004-10-08,KERRY,Dem,There's chaos in Iraq.
2004-10-08,KERRY,Dem,"King Abdullah of Jordan said just yesterday—or the day before, you can't hold elections in Iraq with the chaos that's going on today."
2004-10-08,KERRY,Dem,"Senator Richard Lugar, the Republican chairman of the Foreign Relations Committee, said that the handling of the reconstruction aid in Iraq by this administration has been ""incompetent."" Those are the Republican chairman's words."
2004-10-08,KERRY,Dem,"Senator Hagel of Nebraska said that the handling of Iraq is ""beyond pitiful, beyond embarrassing."
2004-10-08,KERRY,Dem,"It's in the zone of dangerous."" Those are the words of two Republicans, respected, both on the Foreign Relations Committee."
2004-10-08,KERRY,Dem,"Now, I have to tell you, I would do something different."
2004-10-08,KERRY,Dem,I would reach out to our allies in a way that this President hasn't.
2004-10-08,KERRY,Dem,"He pushed them away time and again, pushed them away at the U.N., pushed them away individually."
2004-10-08,KERRY,Dem,"Two weeks ago, there was a meeting of the North Atlantic Council, which is the political arm of NATO."
2004-10-08,KERRY,Dem,They discussed the possibility of a small training unit or having a total takeover of the training in Iraq.
2004-10-08,KERRY,Dem,Did our administration push for the total training of Iraq?
2004-10-08,KERRY,Dem,No.
2004-10-08,KERRY,Dem,Were they silent?
2004-10-08,KERRY,Dem,Yes.
2004-10-08,KERRY,Dem,Was there an effort to bring all the allies together around that?
2004-10-08,KERRY,Dem,No—because they've always wanted this to be an American effort.
2004-10-08,KERRY,Dem,"You know, they even had the Defense Department issue a memorandum saying don't bother applying for assistance or for being part of the reconstruction if you weren't part of our original coalition."
2004-10-08,KERRY,Dem,"Now, that's not a good way to build support and reduce the risk for our troops and make America safer."
2004-10-08,KERRY,Dem,I'm going to get the training done for our troops.
2004-10-08,KERRY,Dem,"I'm going to get the training of Iraqis done faster, and I'm going to get our allies back to the table."
2004-10-08,BUSH,Rep,"Two days ago in the Oval Office, I met with the Finance Minister from Iraq."
2004-10-08,BUSH,Rep,"He came to see me, and he talked about how optimistic he was and the country was about heading toward elections."
2004-10-08,BUSH,Rep,Think about it.
2004-10-08,BUSH,Rep,They're going from tyranny to elections.
2004-10-08,BUSH,Rep,He talked about the reconstruction efforts that are beginning to take hold.
2004-10-08,BUSH,Rep,He talked about the fact that Iraqis love to be free.
2004-10-08,BUSH,Rep,He said he was optimistic when he came here.
2004-10-08,BUSH,Rep,"Then he turned on the TV and listened to the political rhetoric, and all of a sudden he was pessimistic."
2004-10-08,BUSH,Rep,"This is a guy who, along with others, has taken great risk for freedom, and we need to stand with him."
2004-10-08,BUSH,Rep,My opponent says he has a plan—sounds familiar because it's called the Bush plan.
2004-10-08,BUSH,Rep,"We're going to train troops, and we are."
2004-10-08,BUSH,Rep,"We'll have 125,000 trained by the end of December."
2004-10-08,BUSH,Rep,We're spending about $7 billion.
2004-10-08,BUSH,Rep,He talks about a grand idea: Let's have a summit; we're going to solve the problem in Iraq by holding a summit.
2004-10-08,BUSH,Rep,And what is he going to say to those people that show up to the summit?
2004-10-08,BUSH,Rep,"""Join me in the wrong war at the wrong time at the wrong place""?"
2004-10-08,BUSH,Rep,"Risk your troops in a war you've called a ""mistake""?"
2004-10-08,BUSH,Rep,"Nobody is going to follow somebody who doesn't believe we can succeed and somebody who says the war where we are is a ""mistake."" I know how these people think."
2004-10-08,BUSH,Rep,I meet with them all the time.
2004-10-08,BUSH,Rep,I talk to Tony Blair all the time.
2004-10-08,BUSH,Rep,I talk to Silvio Berlusconi.
2004-10-08,BUSH,Rep,"They're not going to follow an American President who says, ""Follow me into a mistake."" Our plan is working."
2004-10-08,BUSH,Rep,"We're going to make elections, and Iraq is going to be free, and America will be better off for it."
2004-10-08,KERRY,Dem,"Yes, sir, please."
2004-10-08,KERRY,Dem,"Ladies and gentlemen, the right war was Usama bin Laden and Afghanistan."
2004-10-08,KERRY,Dem,"That was the right place, and the right time was Tora Bora, when we had him cornered in the mountains."
2004-10-08,KERRY,Dem,"Now, everyone in the world knows that there were no weapons of mass destruction."
2004-10-08,KERRY,Dem,"That was the reason Congress gave him the authority to use force, not after excuse to get rid of the regime."
2004-10-08,KERRY,Dem,Now we have to succeed.
2004-10-08,KERRY,Dem,I've always said that.
2004-10-08,KERRY,Dem,I have been consistent.
2004-10-08,KERRY,Dem,"Yes, we have to succeed, and I have a better plan to help us do it."
2004-10-08,BUSH,Rep,"First of all, we didn't find out he didn't have weapons until we got there, and my opponent thought he had weapons and told everybody he thought he had weapons."
2004-10-08,BUSH,Rep,"And secondly, it's a fundamental misunderstanding to say that the war on terror is only Usama bin Laden."
2004-10-08,BUSH,Rep,The war on terror is to make sure that these terrorist organizations do not end up with weapons of mass destruction.
2004-10-08,BUSH,Rep,That's what the war on terror is about.
2004-10-08,BUSH,Rep,Of course we're going to find Usama bin Laden.
2004-10-08,BUSH,Rep,"We've already got 75 percent of his people, and we're on the hunt for him."
2004-10-08,BUSH,Rep,But this is a global conflict that requires firm resolve.
2004-10-08,BUSH,Rep,"No, I appreciate that."
2004-10-08,BUSH,Rep,"I—listen, I—we've got a great country."
2004-10-08,BUSH,Rep,I love our values.
2004-10-08,BUSH,Rep,And I recognize I've made some decisions that have caused people to not understand the great values of our country.
2004-10-08,BUSH,Rep,I remember when Ronald Reagan was the President.
2004-10-08,BUSH,Rep,He stood on principle.
2004-10-08,BUSH,Rep,Some might have called that stubborn.
2004-10-08,BUSH,Rep,"He stood on principle, standing up to the Soviet Union."
2004-10-08,BUSH,Rep,"And we won that conflict, yet at the same time, he was very—we were very unpopular in Europe because of decisions he made."
2004-10-08,BUSH,Rep,"I recognize that taking Saddam Hussein out was unpopular, but I made the decision because I thought it was in the right interests of our security."
2004-10-08,BUSH,Rep,"You know, I've made some decisions on Israel."
2004-10-08,BUSH,Rep,That's unpopular.
2004-10-08,BUSH,Rep,"I wouldn't deal with Arafat because I felt like he had let the former President down, and I don't think he's the kind of person that can lead toward a Palestinian state."
2004-10-08,BUSH,Rep,And people in Europe didn't like that decision.
2004-10-08,BUSH,Rep,"And that was unpopular, but it was the right thing to do."
2004-10-08,BUSH,Rep,"I believe Palestinians ought to have a state, but I know they need leadership that's committed to democracy and freedom, leadership that will be willing to reject terrorism."
2004-10-08,BUSH,Rep,"I made a decision not to join the International Criminal Court in The Hague, which is where our troops could be brought to—brought in front of a judge, an unaccounted judge."
2004-10-08,BUSH,Rep,I don't think we ought to join that.
2004-10-08,BUSH,Rep,That was unpopular.
2004-10-08,BUSH,Rep,"And so what I'm telling you is, is that sometimes in this world you make unpopular decisions because you think they're right."
2004-10-08,BUSH,Rep,We'll continue to reach out.
2004-10-08,BUSH,Rep,"Listen, there's 30 nations involved in Iraq, some 40 nations involved in Afghanistan."
2004-10-08,BUSH,Rep,People love America.
2004-10-08,BUSH,Rep,"Sometimes they don't like the decisions made by America, but I don't think you want a President who tries to become popular and does the wrong thing."
2004-10-08,BUSH,Rep,You don't want to join the International Criminal Court just because it's popular in certain capitals in Europe.
2004-10-08,KERRY,Dem,"Nikki, that's a question that's been raised by a lot of people around the country."
2004-10-08,KERRY,Dem,"Let me address it but also talk about the weapons the President just talked about, because every part of the President's answer just now promises you more of the same over the next 4 years."
2004-10-08,KERRY,Dem,"The President stood right here in this hall 4 years ago, and he was asked a question by somebody just like you: Under what circumstances would you send people to war?"
2004-10-08,KERRY,Dem,And his answer was: With a viable exit strategy and only with enough forces to get the job done.
2004-10-08,KERRY,Dem,He didn't do that.
2004-10-08,KERRY,Dem,He broke that promise.
2004-10-08,KERRY,Dem,We didn't have enough forces.
2004-10-08,KERRY,Dem,"General Shinseki, the Army Chief of Staff, told him he was going to need several hundred thousand."
2004-10-08,KERRY,Dem,And guess what?
2004-10-08,KERRY,Dem,They retired General Shinseki for telling him that.
2004-10-08,KERRY,Dem,This President hasn't listened.
2004-10-08,KERRY,Dem,I went to meet with the members of the Security Council in the week before we voted.
2004-10-08,KERRY,Dem,I went to New York.
2004-10-08,KERRY,Dem,I talked to all of them to find out how serious they were about really holding Saddam Hussein accountable.
2004-10-08,KERRY,Dem,"I came away convinced that if we worked at it, if we were ready to work at letting Hans Blix do his job and thoroughly go through the inspections, that if push came to shove, they'd be there with us."
2004-10-08,KERRY,Dem,"But the President just arbitrarily brought the hammer down and said, ""Nope, sorry, time for diplomacy is over."
2004-10-08,KERRY,Dem,"We're going."" He rushed to war without a plan to win the peace."
2004-10-08,KERRY,Dem,"Ladies and gentlemen, he gave you a speech and told you he'd plan carefully, take every precaution, take our allies with us."
2004-10-08,KERRY,Dem,He didn't.
2004-10-08,KERRY,Dem,He broke his word.
2004-10-08,BUSH,Rep,"I remember sitting in the White House, looking at those generals, saying, ""Do you have what you need in this war?"
2004-10-08,BUSH,Rep,"Do you have what it takes?"" I remember going down in the basement of the White House the day we committed our troops—as last resort—looking at Tommy Franks and the generals on the ground, asking them, ""Do we have the right plan with the right troop level?"" And they looked me in the eye and said, ""Yes, sir, Mr."
2004-10-08,BUSH,Rep,"President."" Of course I listened to our generals."
2004-10-08,BUSH,Rep,That's what a President does.
2004-10-08,BUSH,Rep,A President sets the strategy and relies upon good military people to execute that strategy.
2004-10-08,KERRY,Dem,"You rely on good military people to execute the military component of the strategy, but winning the peace is larger than just the military component."
2004-10-08,KERRY,Dem,General Shinseki had the wisdom to say you're going to need several hundred thousand troops to win the peace.
2004-10-08,KERRY,Dem,The military's job is to win the war.
2004-10-08,KERRY,Dem,The President's job is to win the peace.
2004-10-08,KERRY,Dem,"The President did not do what was necessary, didn't bring in enough nations, didn't deliver the help, didn't close off the borders, didn't even guard the ammo dumps."
2004-10-08,KERRY,Dem,And now our kids are being killed with ammos right out of that dump.
2004-10-08,KERRY,Dem,Is it Randee?
2004-10-08,KERRY,Dem,I'm sorry.
2004-10-08,KERRY,Dem,I don't think you can just rely on U.N.
2004-10-08,KERRY,Dem,"sanctions, Randee, but you're absolutely correct."
2004-10-08,KERRY,Dem,It is a threat.
2004-10-08,KERRY,Dem,It's a huge threat.
2004-10-08,KERRY,Dem,"And what's interesting is it's a threat that has grown while the President has been preoccupied with Iraq, where there wasn't a threat."
2004-10-08,KERRY,Dem,"If he'd let the inspectors do their job and go on, we wouldn't have 10 times the numbers of forces in Iraq that we have in Afghanistan chasing Usama bin Laden."
2004-10-08,KERRY,Dem,"Meanwhile, while Iran is moving towards nuclear weapons—some 37 tons of what they call yellow cake, the stuff they use to make enriched uranium—while they're doing that, North Korea has moved from one bomb, maybe—maybe—to 4 to 7 bombs."
2004-10-08,KERRY,Dem,"For 2 years the President didn't even engage with North Korea, did nothing at all, while it was growing more dangerous, despite the warnings of people like former Secretary of Defense William Perry, who negotiated getting television cameras and inspectors into that reactor."
2004-10-08,KERRY,Dem,We were safer before President Bush came to office.
2004-10-08,KERRY,Dem,"Now, they have the bombs, and we're less safe."
2004-10-08,KERRY,Dem,So what do we do?
2004-10-08,KERRY,Dem,"We've got to join with the British and the French, with the Germans who've been involved in their initiative."
2004-10-08,KERRY,Dem,We've got to lead the world now to crack down on proliferation as a whole.
2004-10-08,KERRY,Dem,But the President has been slow to do that even in Russia.
2004-10-08,KERRY,Dem,"At his pace, it's going to take 13 years to reduce and get a hold of all the loose nuclear material in the former Soviet Union."
2004-10-08,KERRY,Dem,I've proposed a plan that can capture it and contain it and clean it within 4 years.
2004-10-08,KERRY,Dem,And the President is moving toward the creation of our own bunker-busting nuclear weapon.
2004-10-08,KERRY,Dem,It's very hard to get other countries to give up their weapons when you're busy developing a new one.
2004-10-08,KERRY,Dem,"I'm going to lead the world in the greatest counterproliferation effort, and if we have to get tough with Iran, believe me, we will get tough."
2004-10-08,BUSH,Rep,That answer almost made me want to scowl.
2004-10-08,BUSH,Rep,He keeps talking about letting the inspectors do their job.
2004-10-08,BUSH,Rep,It's naive and dangerous to say that.
2004-10-08,BUSH,Rep,That's what the Duelfer report showed.
2004-10-08,BUSH,Rep,He was deceiving the inspectors.
2004-10-08,BUSH,Rep,"Secondly, of course we've been involved with Iran."
2004-10-08,BUSH,Rep,I fully understand the threat.
2004-10-08,BUSH,Rep,"And that's why we're doing what he suggested we do, get the Brits, the Germans, and the French to go make it very clear to the Iranians that if they expect to be a party to the world, to give up their nuclear ambitions."
2004-10-08,BUSH,Rep,We've been doing that.
2004-10-08,BUSH,Rep,Let me talk about North Korea.
2004-10-08,BUSH,Rep,"It is naive and dangerous to take a policy that he suggested the other day, which is to have bilateral relations with North Korea."
2004-10-08,BUSH,Rep,"Remember, he is the person who is accusing me of not acting multilaterally."
2004-10-08,BUSH,Rep,"He now wants to take the six-party talks we have— China, North Korea, South Korea, Russia, Japan, and the United States—and undermine them by having bilateral talks."
2004-10-08,BUSH,Rep,That's what President Clinton did.
2004-10-08,BUSH,Rep,"He had bilateral talks with the North Korean, and guess what happened?"
2004-10-08,BUSH,Rep,He didn't honor the agreement.
2004-10-08,BUSH,Rep,He was enriching uranium.
2004-10-08,BUSH,Rep,That is a bad policy.
2004-10-08,BUSH,Rep,"Of course, we're paying attention to these."
2004-10-08,BUSH,Rep,That's a great question about Iran.
2004-10-08,BUSH,Rep,"That's why, in my speech to the Congress, I said there is an axis of evil, Iraq, Iran, and North Korea, and we're paying attention to it, and we're making progress."
2004-10-08,BUSH,Rep,"Yes, great question."
2004-10-08,BUSH,Rep,Thanks.
2004-10-08,BUSH,Rep,I hear there's rumors on the Internets that we're going to have a draft.
2004-10-08,BUSH,Rep,We're not going to have a draft—period.
2004-10-08,BUSH,Rep,The All-Volunteer Army works.
2004-10-08,BUSH,Rep,It works particularly when we pay our troops well.
2004-10-08,BUSH,Rep,"It works when we make sure they've got housing, like we have done in the last military budgets."
2004-10-08,BUSH,Rep,"An all-volunteer army is best suited to fight the new wars of the 21st century, which is to be specialized and to find these people as they hide around the world."
2004-10-08,BUSH,Rep,We don't need massed armies anymore.
2004-10-08,BUSH,Rep,One of the things we've done is we've taken the—we're beginning to transform our military.
2004-10-08,BUSH,Rep,And by that I mean we're moving troops out of Korea and replacing them with more effective weapons.
2004-10-08,BUSH,Rep,We don't need as much manpower on the Korean Peninsula to keep a deterrent.
2004-10-08,BUSH,Rep,"In Europe, we have massed troops as if the Soviet Union existed and was going to invade into Europe, but those days are over with."
2004-10-08,BUSH,Rep,And so we're moving troops out of Europe and replacing it with more effective equipment.
2004-10-08,BUSH,Rep,"So the answer to your question is, we're withdrawing—not from the world—we're drawing manpower, so they can be stationed here in America, so there's less rotation, so life is easier on their families and therefore more likely to be—we'll be more likely to keep people in the All-Volunteer Army."
2004-10-08,BUSH,Rep,One of the most important things we're doing in this administration is transformation.
2004-10-08,BUSH,Rep,There's some really interesting technologies.
2004-10-08,BUSH,Rep,"For example, we're flying unmanned vehicles that can send real-time messages back to stations in the United States."
2004-10-08,BUSH,Rep,"That saves manpower, and it saves equipment."
2004-10-08,BUSH,Rep,"It also means that we can target things easier and move more quickly, which means we need to be lighter and quicker and more facile and highly trained."
2004-10-08,BUSH,Rep,Forget all this talk about a draft.
2004-10-08,BUSH,Rep,We're not going to have a draft so long as I'm the President.
2004-10-08,KERRY,Dem,"Daniel, I don't support a draft."
2004-10-08,KERRY,Dem,But let me tell you where the President's policies have put us.
2004-10-08,KERRY,Dem,"The President— and this is one of the reasons why I'm very proud in this race to have the support of General John Shalikashvili, former Chairman of the Joint Chiefs of Staff; Admiral William Crowe, former Chairman of the Joint Chiefs of Staff; General Tony McPeak, who ran the air war for the President's father and did a brilliant job—supporting me; General Wes Clark, who won the war in Kosovo—supporting me; because they all—and General Baca, who was the head of the National Guard—supporting me."
2004-10-08,KERRY,Dem,Why?
2004-10-08,KERRY,Dem,Because they understand that our military is overextended under this President.
2004-10-08,KERRY,Dem,Our Guard and Reserves have been turned into almost active duty.
2004-10-08,KERRY,Dem,You've got people doing two and three rotations.
2004-10-08,KERRY,Dem,You've got stop-loss policies so people can't get out when they were supposed to.
2004-10-08,KERRY,Dem,"You've got a backdoor draft right now, and a lot of our military are underpaid."
2004-10-08,KERRY,Dem,These are families that get hurt.
2004-10-08,KERRY,Dem,It hurts the middle class.
2004-10-08,KERRY,Dem,"It hurts communities, because these are our first-responders, and they're called up, and they're over there, not over here."
2004-10-08,KERRY,Dem,"Now, I'm going to add 40,000 active duty forces to the military."
2004-10-08,KERRY,Dem,And I'm going to make people feel good about being safe in our military and not overextended because I'm going to run a foreign policy that actually does what President Reagan did and President Eisenhower did and others.
2004-10-08,KERRY,Dem,We're going to build alliances.
2004-10-08,KERRY,Dem,We're not going to go unilaterally.
2004-10-08,KERRY,Dem,We're not going to go alone like this President did.
2004-10-08,BUSH,Rep,Let me just—I've got to answer this.
2004-10-08,BUSH,Rep,Let me just answer what he just said about going alone.
2004-10-08,BUSH,Rep,You tell Tony Blair we're going alone.
2004-10-08,BUSH,Rep,Tell Tony Blair we're going alone.
2004-10-08,BUSH,Rep,Tell Silvio Berlusconi we're going alone.
2004-10-08,BUSH,Rep,Tell Aleksander Kwasniewski of Poland we're going alone.
2004-10-08,BUSH,Rep,We've got 30 countries there.
2004-10-08,BUSH,Rep,"It denigrates an alliance to say we're going alone, to discount their sacrifices."
2004-10-08,BUSH,Rep,You cannot lead an alliance if you say you're going alone.
2004-10-08,BUSH,Rep,And people listen.
2004-10-08,BUSH,Rep,They're sacrificing with us.
2004-10-08,KERRY,Dem,Mr.
2004-10-08,KERRY,Dem,"President, countries are leaving the coalition, not joining."
2004-10-08,KERRY,Dem,Eight countries have left it.
2004-10-08,KERRY,Dem,"If Missouri, just given the number of people from Missouri who are in the military over there today, were a country, it would be the third largest country in the coalition, behind Great Britain and the United States."
2004-10-08,KERRY,Dem,That's not a grand coalition.
2004-10-08,KERRY,Dem,Ninety percent of the casualties are American.
2004-10-08,KERRY,Dem,Ninety percent of the costs are coming out of your pockets.
2004-10-08,KERRY,Dem,I could do a better job.
2004-10-08,KERRY,Dem,"My plan does a better job, and that's why I'll be a better Commander in Chief."
2004-10-08,KERRY,Dem,"Thank you very much, Ann."
2004-10-08,KERRY,Dem,"I've asked in my security briefings why that is, and I can't go into all the answers, et cetera, but let me say this to you."
2004-10-08,KERRY,Dem,"This President and his administration have told you and all of us, ""It's not a question of when, it's a question of""—excuse me, ""not a question of if, it's a question of when."" We've been told that."
2004-10-08,KERRY,Dem,"The ""when"" I can't tell you."
2004-10-08,KERRY,Dem,"Between the World Trade Center bombing in—what was it, 1993 or so—and the next time was 5 years, 7 years."
2004-10-08,KERRY,Dem,These people wait.
2004-10-08,KERRY,Dem,They'll plan.
2004-10-08,KERRY,Dem,They plot.
2004-10-08,KERRY,Dem,I agree with the President that we have to go after them and get them wherever they are.
2004-10-08,KERRY,Dem,I just think I can do that far more effectively because the most important weapon in doing that is intelligence.
2004-10-08,KERRY,Dem,You've got to have the best intelligence in the world.
2004-10-08,KERRY,Dem,"And in order to have the best intelligence in the world, to know who the terrorists are and where they are and what they're plotting, you've got to have the best cooperation you've ever had in the world."
2004-10-08,KERRY,Dem,"Now, to go back to your question, Nikki, we're not getting the best cooperation in the world today."
2004-10-08,KERRY,Dem,We've got a whole bunch of countries that pay a price for dealing with the United States of America now.
2004-10-08,KERRY,Dem,I'm going to change that.
2004-10-08,KERRY,Dem,And I'm going to put in place a better homeland security effort.
2004-10-08,KERRY,Dem,"Look at it, 95 percent of our containers coming into this country are not inspected today."
2004-10-08,KERRY,Dem,"When you get on an airplane, your cart—your bag is X-rayed, but the cargo hold isn't X-rayed."
2004-10-08,KERRY,Dem,Do you feel safer?
2004-10-08,KERRY,Dem,"This President, in the last debate, said that, well, that would be a big tax gap if we did that."
2004-10-08,KERRY,Dem,"Ladies and gentlemen, it's his tax plan."
2004-10-08,KERRY,Dem,He chose a tax cut for the wealthiest Americans over getting that equipment out into the homeland as fast as possible.
2004-10-08,KERRY,Dem,"We have bridges and tunnels that aren't being secured; chemical plants, nuclear plants that aren't secured; hospitals that are overcrowded in their emergency rooms."
2004-10-08,KERRY,Dem,"If we had a disaster today, could they handle it?"
2004-10-08,KERRY,Dem,This President chose a tax cut over homeland security.
2004-10-08,KERRY,Dem,Wrong choice.
2004-10-08,BUSH,Rep,That's an odd thing to say since we've tripled the homeland security budget from 10 to 30 billion dollars.
2004-10-08,BUSH,Rep,"Listen, we'll do everything we can to protect the homeland."
2004-10-08,BUSH,Rep,My opponent is right: We need good intelligence.
2004-10-08,BUSH,Rep,"It's also a curious thing for him to say, since right after 1993, he voted to cut the intelligence budget by $7.5 billion."
2004-10-08,BUSH,Rep,The best way to defend America in this world we live in is to stay on the offense.
2004-10-08,BUSH,Rep,"We've got to be right 100 percent of the time here at home, and they've got to be right once."
2004-10-08,BUSH,Rep,And that's the reality.
2004-10-08,BUSH,Rep,And there's a lot of good people working hard.
2004-10-08,BUSH,Rep,We're doing the best we possibly can to share information.
2004-10-08,BUSH,Rep,That's why the PATRIOT Act was important.
2004-10-08,BUSH,Rep,"The PATRIOT Act is vital, by the way."
2004-10-08,BUSH,Rep,It's a tool that law enforcement now uses to be able to talk between each other.
2004-10-08,BUSH,Rep,My opponent says he hasn't changed his positions on it.
2004-10-08,BUSH,Rep,"No, but he's for weakening it."
2004-10-08,BUSH,Rep,I don't think my opponent has got the right view about the world to make us safe.
2004-10-08,BUSH,Rep,I really don't.
2004-10-08,BUSH,Rep,"First of all, I don't think he can succeed in Iraq."
2004-10-08,BUSH,Rep,"And if Iraq were to fail, it would be a haven for terrorists, and there would be money, and the world would be much more dangerous."
2004-10-08,BUSH,Rep,I don't see how you can win in Iraq if you don't believe we should be there in the first place.
2004-10-08,BUSH,Rep,"I don't see how you can lead troops if you say, ""It's the wrong war at the wrong place at the wrong time."" I don't see how the Iraqis are going to have confidence in the American President if all they hear is that it was a ""mistake"" to be there in the first place."
2004-10-08,BUSH,Rep,"This war is a long, long war, and it requires steadfast determination."
2004-10-08,BUSH,Rep,"And it requires a complete understanding that we not only chase down Al Qaida, but we disrupt terrorists' safe havens as well as people who could provide the terrorists with support."
2004-10-08,KERRY,Dem,"Well, the President and his experts have told America that it's not a question of if, it's a question of when."
2004-10-08,KERRY,Dem,And I accept what the President has said.
2004-10-08,KERRY,Dem,These terrorists are serious.
2004-10-08,KERRY,Dem,"They're deadly, and they know nothing except trying to kill."
2004-10-08,KERRY,Dem,I understand that.
2004-10-08,KERRY,Dem,That's why I will never stop at anything to hunt down and kill the terrorists.
2004-10-08,KERRY,Dem,But you heard the President just say to you that we've added money.
2004-10-08,KERRY,Dem,"Folks, the test is not if you've added money."
2004-10-08,KERRY,Dem,"The test is, have you done everything possible to make America secure?"
2004-10-08,KERRY,Dem,He chose a tax cut for wealthy Americans over the things that I listed to you.
2004-10-08,BUSH,Rep,"Well, we'll talk about the tax cut for middle class here in a minute."
2004-10-08,BUSH,Rep,"But yes, I'm worried."
2004-10-08,BUSH,Rep,I'm worried.
2004-10-08,BUSH,Rep,I'm worried about our country.
2004-10-08,BUSH,Rep,"And all I can tell you is, every day I know that there's people working overtime, doing the very best they can."
2004-10-08,BUSH,Rep,And the reason I'm worried is because there's a vicious enemy that has an ideology of hate.
2004-10-08,BUSH,Rep,"And the way to defeat them long-term, by the way, is to spread freedom."
2004-10-08,BUSH,Rep,"Liberty can change habits, and that's what's happening in Afghanistan and Iraq."
2004-10-08,BUSH,Rep,I haven't yet.
2004-10-08,BUSH,Rep,I just want to make sure they're safe.
2004-10-08,BUSH,Rep,"When a drug comes in from Canada, I want to make sure it cures you and doesn't kill you."
2004-10-08,BUSH,Rep,And that's why the FDA and that's why the Surgeon General are looking very carefully to make sure it can be done in a safe way.
2004-10-08,BUSH,Rep,I've got an obligation to make sure our Government does everything we can to protect you.
2004-10-08,BUSH,Rep,"And one of—my worry is that it looks like it's from Canada, and it might be from a third world."
2004-10-08,BUSH,Rep,"We've just got to make sure, before somebody thinks they're buying a product, that it works."
2004-10-08,BUSH,Rep,And that's why we're doing what we're doing.
