date,year,change_democrats,change_republicans,pre_democrats,pre_republicans,sample1,Immigration,ForeignPolicy,AbortionRights,incumbent_democrat,aggressive_words_d,aggressive_words_r,discriminatory_words_d,discriminatory_words_r,inflammatory_words_d,inflammatory_words_r,aggressive_words,inflammatory_words,discriminatory_words,debate_date
2024-09-10,2024,1.0,0.0,49.0,46.0,1283.0,1,1,1,1.0,43.0,45.0,1.0,5.0,10.0,21.0,88.0,31.0,6.0,2024-09-10
2024-09-10,2024,3.0,0.0,49.0,46.0,2196.0,1,1,1,1.0,43.0,45.0,1.0,5.0,10.0,21.0,88.0,31.0,6.0,2024-09-10
2024-09-10,2024,-2.0,-3.0,49.0,46.0,1721.0,1,1,1,1.0,43.0,45.0,1.0,5.0,10.0,21.0,88.0,31.0,6.0,2024-09-10
2024-09-10,2024,-1.0,-1.0,49.0,46.0,3018.0,1,1,1,1.0,43.0,45.0,1.0,5.0,10.0,21.0,88.0,31.0,6.0,2024-09-10
2024-09-10,2024,-2.0,-4.0,49.0,46.0,1405.0,1,1,1,1.0,43.0,45.0,1.0,5.0,10.0,21.0,88.0,31.0,6.0,2024-09-10
2024-09-10,2024,-1.0,5.0,49.0,46.0,1775.0,1,1,1,1.0,43.0,45.0,1.0,5.0,10.0,21.0,88.0,31.0,6.0,2024-09-10
2024-09-10,2024,1.0,-1.0,49.0,46.0,3204.0,1,1,1,1.0,43.0,45.0,1.0,5.0,10.0,21.0,88.0,31.0,6.0,2024-09-10
2024-09-10,2024,1.0,1.0,49.0,46.0,1174.0,1,1,1,1.0,43.0,45.0,1.0,5.0,10.0,21.0,88.0,31.0,6.0,2024-09-10
2024-09-10,2024,2.0,1.0,49.0,46.0,2756.0,1,1,1,1.0,43.0,45.0,1.0,5.0,10.0,21.0,88.0,31.0,6.0,2024-09-10
2024-09-10,2024,-2.0,3.0,49.0,46.0,2390.0,1,1,1,1.0,43.0,45.0,1.0,5.0,10.0,21.0,88.0,31.0,6.0,2024-09-10
